source,translation
Refined Tissue,洗練された組織
Cut Off the Lesser,劣る者を切り捨てる
Cut Off the Lesser: Improved Orbs of Transmutation,劣る者を切り捨てる: 変性のオーブ向上
Cut Off the Lesser: Improved Orbs of Augmentation,劣る者を切り捨てる: 増強のオーブ向上
Increased Orb of Transmutation Chance,変性のオーブ確率増加
Known Value,既知の価値
Increased Orb of Augmentation Chance,増強のオーブ確率増加
Refuse Emptiness,虚無を拒む
Catalyst Chance,カタリスト確率
Additional Duplicate Catalyst Chance,カタリスト追加複製確率
Ignorant to Power,力を知らぬ
Ignorant to Power: Skittering Catalysts,力を知らぬ: 軽快のカタリスト
Ignorant to Power: Reaver Catalysts,力を知らぬ: 強奪者のカタリスト
Ignorant to Power: Sibilant Catalysts,力を知らぬ: 歯擦音のカタリスト
Ignorant to Power: Necrotic Catalysts,力を知らぬ: 死霊術のカタリスト
Rejection of One,一つを拒む
Rejection of One: Xoph's Catalysts,一つを拒む: ゾフのカタリスト
Rejection of One: Tul's Catalysts,一つを拒む: トゥルのカタリスト
Rejection of One: Esh's Catalysts,一つを拒む: エシュのカタリスト
Rejection of One: Uul-Netol's Catalysts,一つを拒む: ウール・ネトルのカタリスト
Rejection of One: Chayula's Catalysts,一つを拒む: チャユラのカタリスト
Forgo the Flesh,肉体を捨てる
Forgo the Flesh: Flesh Catalysts,肉体を捨てる: 肉体のカタリスト
Forgo the Flesh: Neural Catalysts,肉体を捨てる: 神経のカタリスト
Forgo the Flesh: Adaptive Catalysts,肉体を捨てる: 適応のカタリスト
Forgo the Flesh: Carapace Catalysts,肉体を捨てる: 甲羅のカタリスト
Additional Different Catalyst Chance,追加の異なるカタリスト確率
Complete Refinement,完全なる精製
Jewel Catalyst Chance,ジュエルカタリスト確率
Enhanced Creation,強化された創造
Scavenge the Remains,残骸を漁る
Additional Breach Splinters,追加ブリーチスプリンター
Reappropriated Offspring,再利用された産物
Increased Orb of Annulment Chance,消去のオーブ確率増加
Become Hollow,空虚となる
Increased Divine Orb Chance,神のオーブ確率増加
Nurture Divinity,神性を育む
Rebirth,再誕
Increased Chaos and Vaal Orb Chance,カオスオーブおよびヴァールオーブ確率増加
Selectively Bred,選択交配
Selectively Bred: Chaos Orbs,選択交配: カオスオーブ
Selectively Bred: Vaal Orbs,選択交配: ヴァールオーブ
Unpredictable Production,予期せぬ出産
Known Destiny,既知の運命
Increased Orb of Alchemy Chance,錬金術のオーブ確率増加
Twinned Fruit,双子の果実
Produce Double,二倍生産
Increased Regal Orb Chance,王者のオーブ確率増加
Increased Exalted Orb Chance,高貴なオーブ確率増加
For the Price of One,1個分の値段で
Riches Beget Riches,富は富を生む
Modifier Level,モッドレベル
Suffix Modifier Values,サフィックスモッド数値
Suffix Modifier Level,サフィックスモッドレベル
Attribute Modifier Level,能力値モッドレベル
Traits Foretold,予告された特性
Strength Modifier Level,筋力モッドレベル
Intelligence Modifier Level,知性モッドレベル
Dexterity Modifier Level,器用さモッドレベル
Lament No More,これ以上嘆くな
Premonition Fulfilled,成就した予感
Resistance Modifier Level,耐性モッドレベル
Scarred Flesh,傷だらけの肉体
Chaos Resistance Modifier Level,混沌耐性モッドレベル
Imbue the Body,肉体への注入
Imbue the Body: Fire Resistance,肉体への注入: 火耐性
Imbue the Body: Cold Resistance,肉体への注入: 冷気耐性
Imbue the Body: Lightning Resistance,肉体への注入: 雷耐性
Fire Resistance Modifier Level,火耐性モッドレベル
Cold Resistance Modifier Level,冷気耐性モッドレベル
Lightning Resistance Modifier Level,雷耐性モッドレベル
Inherited Talents,受け継いだ才能
Inherited Talents: Strength,受け継いだ才能: 筋力
Inherited Talents: Dexterity,受け継いだ才能: 器用さ
Inherited Talents: Intelligence,受け継いだ才能: 知性
Prefix Modifier Values,プレフィックスモッド数値
Prefix Modifier Level,プレフィックスモッドレベル
Reduced Hiveblood Consumed,ハイヴブラッド消費量減少
Forms Beyond Understanding,理解を超えた姿
Increased Lament Amulet Chance,悲嘆のアミュレット確率増加
Increased Portent Amulet Chance,前兆のアミュレット確率増加
Increased Absent Amulet Chance,不在のアミュレット確率増加
Bloodless,血を持たぬもの
The Burden of Authority,権威の重荷
The Greatest Cost,最大の代償
The Greatest Cost: Solar Amulet,最大の代償: 太陽のアミュレット
The Greatest Cost: Gold Amulet,最大の代償: 金のアミュレット
Potential Ignored,無視されたポテンシャル
Potential Ignored: Amber Amulet,無視されたポテンシャル: 琥珀のアミュレット
Potential Ignored: Lapis Amulet,無視されたポテンシャル: 瑠璃のアミュレット
Potential Ignored: Jade Amulet,無視されたポテンシャル: 翡翠のアミュレット
Potential Ignored: Stellar Amulet,無視されたポテンシャル: 星のアミュレット
Burn the Harvest,収穫を燃やせ
Burn the Harvest: Crimson Amulet,収穫を燃やせ: 深紅のアミュレット
Burn the Harvest: Azure Amulet,収穫を燃やせ: 深青のアミュレット
Burn the Harvest: Lunar Amulet,収穫を燃やせ: 月のアミュレット
Bloodstone Amulet,血石のアミュレット
Jewel of the Lords,君主のジュエル
Jewel of the Lords: Xoph,君主のジュエル: ゾフ
Jewel of the Lords: Tul,君主のジュエル: トゥル
Jewel of the Lords: Uul-Netol,君主のジュエル: ウール・ネトル
Jewel of the Lords: Esh,君主のジュエル: エシュ
Spells Forbidden,禁断のスペル
Ground Smooth,地ならし
Disarmed,武装解除
Full of Vigor,精力旺盛
Resource Modifier Level,リソースモッドレベル
Mana Modifier Level,マナモッドレベル
Form or Focus,型か集中か
Form or Focus: Life,型か集中か: ライフ
Form or Focus: Mana,型か集中か: マナ
Life Modifier Level,ライフモッドレベル
Empty Feeling,空虚な感情
End of Mourning,哀悼の終わり
Innate Carapace,生来の甲羅
Evolved Hide,進化した皮
Evolved Hide: Armour,進化した皮: アーマー
Evolved Hide: Evasion,進化した皮: 回避力
Evolved Hide: Energy Shield,進化した皮: エナジーシールド
Defence Modifier Level,防御力モッドレベル
Armour Modifier Level,アーマーモッドレベル
Evasion Modifier Level,回避力モッドレベル
Energy Shield Modifier Level,エナジーシールドモッドレベル
Modifier Values,モッド数値
Twisted Pursuit,捻じれた追跡
Muscular Amalgamation,筋肉質な融合体
Surprise Spark,不意のスパーク
Flask Modifier Level,フラスコモッドレベル
Charm Modifier Level,チャームモッドレベル
Unfeeling,無感情
Unfeeling: Fire,無感情: 火
Unfeeling: Cold,無感情: 冷気
Unfeeling: Lightning,無感情: 雷
Hollow Wailing,虚ろな嘆き
Hollow Wailing: Prefix,虚ろな嘆き: プレフィックス
Hollow Wailing: Suffix,虚ろな嘆き: サフィックス
Husk,抜け殻
Husk: Life,抜け殻: ライフ
Husk: Mana,抜け殻: マナ
Severed Veins,断たれた血管
Severed Veins: Flask,断たれた血管: フラスコ
Severed Veins: Charm,断たれた血管: チャーム
Stench of Carrion,腐肉の悪臭
Minion Modifier Level,ミニオンモッドレベル
Necrosis,ネクローシス
Minion Modifier Values,ミニオンモッド数値
Wrapped in Dread,畏怖に包まれて
Beyond Death,死を超えて
Beyond Death: Unending,死を超えて:  終わらぬ
Beyond Death: Underling's,死を超えて: 配下の
Minion Prefix Modifier Level,ミニオンプレフィックスモッドレベル
Strength of the Crypt,霊廟の力
Strength of the Crypt: Instructor's,霊廟の力: 講師の
Strength of the Crypt: Monstrous,霊廟の力: 怪物の
Strength of the Crypt: Scattering,霊廟の力: 散乱の
Shepherd's Touch,羊飼いの手
Shepherd's Touch: Coherence,羊飼いの手: 結合の
Shepherd's Touch: Ravaging,羊飼いの手: 破壊の
Shepherd's Touch: Binding,羊飼いの手: 束縛の
Minion Suffix Modifier Level,ミニオンサフィックスモッドレベル
Caster Modifier Level,キャスターモッドレベル
Caster Prefix Modifier Level,キャスターサフィックスモッドレベル
Extract the Elements,元素抽出
Extract the Elements: Erupting,元素抽出: 噴火の
Extract the Elements: Energising,元素抽出: 激励する
Extract the Elements: Glacial,元素抽出: 氷河の
Abberant Power,異形の力
DNTUnused Abberant Power: Reverberation,クラフトモッド: 反響の
Abberant Power: Imbuing,異形の力: 注入の
Abberant Power: Expectation,異形の力: 期待の
Caster Suffix Modifier Level,キャスターサフィックスモッドレベル
Imperfect Sacrifice,不完全な犠牲
Sorcerer's Scar,ソーサラーの傷跡
Caster Modifier Values,キャスターモッド数値
Branded With Hexes,呪術の焼き印
Arcane Possession,アーケインの憑依
Arcane Possession: Exertion,アーケインの憑依: 行使の
Arcane Possession: Unshackling,アーケインの憑依: 解放する
Otherworldly Clutch,異世界の掌握
Damage Modifier Level,ダメージモッドレベル
Refined Grip,洗練された握り
Whimpering Echos,すすり泣く残響
Whimpering Echos: Prefix,すすり泣く残響: プレフィックス
Whimpering Echos: Suffix,すすり泣く残響: サフィックス
Prime Appendages,原初の手足
Prime Appendages: Biostatic Ring,原初の手足: バイオスタティックリング
Prime Appendages: Grasping Ring,原初の手足: グラスピングリング
Beaten to a Pulp,叩き潰されて
Beaten to a Pulp: Kinetic Ring,叩き潰されて: キネティックリング
Beaten to a Pulp: Oneiric Ring,叩き潰されて: オネイリックリング
Engorged,肥大した
Engorged: Vitalic Ring,肥大した: バイタリックリング
Engorged: Mnemonic Ring,肥大した: ニューモニックリング
Sever Inexperience,未熟との決別
Sever Inexperience: Strength,未熟との決別: 筋力
Sever Inexperience: Dexterity,未熟との決別: 器用さ
Sever Inexperience: Intelligence,未熟との決別: 知性
Elude the Storm,嵐から逃れよ
Elude the Storm: Fire,嵐から逃れよ: 火
Elude the Storm: Cold,嵐から逃れよ: 冷気
Elude the Storm: Lightning,嵐から逃れよ: 雷
Selective Sustenance,選択的滋養
Selective Sustenance: Life,選択的滋養: ライフ
Selective Sustenance: Mana,選択的滋養: マナ
Hand in the Grave,墓に潜む手
Corpse's Clutch,死体の掴み
Buried Alive,生き埋め
Legion from Beyond: Multitudes,あの世からの軍勢: 無数の
Augmented Effigies,強化された人形
Augmented Effigies: Dedicated,強化された人形: 献身的な
Augmented Effigies: Cabal,強化された人形: 陰謀団の
Minion Damage Modifier Level,ミニオンダメージモッドレベル
Disciplined Pets,訓練されたペット
Disciplined Pets: Punctuality,訓練されたペット: 遅滞ない
Disciplined Pets: Invigoration,訓練されたペットド: 活気づける
Minion Speed Modifier Level,ミニオンスピードモッドレベル
Under Their Skin,皮膚の下に
Under Their Skin: Scratching,皮膚の下に: かきむしる
Under Their Skin: Contaminating,皮膚の下に: 汚染する
Minion Resistance Modifier Level,ミニオン耐性モッドレベル
First Working,最初の儀式
Natural Weaving,天然の織物
Morbid Magic,病的な魔術
Morbid Magic: Soul Stealer's,病的な魔術: 魂盗みの
Morbid Magic: Lancing,病的な魔術: 貫きの
Overtaken by Power,力に呑み込まれて
Beyond the Body,肉体を超えて
Beyond the Body: Burdensome,肉体を超えて: 面倒な
Beyond the Body: Vastness,肉体を超えて: 広大さの
Caster Speed Modifier Level,キャスタースピードモッドレベル
Caster Critical Modifier Level,キャスタークリティカルモッドレベル
Unrestrained,抑制なきもの
Unrestrained: Amplification,抑制なきもの: 増幅の
Unrestrained: Drenching,抑制なきもの: ずぶ濡れの
Master of One,一芸の達人
Master of One: Storm Chaser's,一芸の達人: 嵐追いの
Master of One: Fire Breather's,一芸の達人: 火吹きの
Master of One: Tempest Rider's,一芸の達人: 嵐乗りの
Currency Womb,カレンシー母胎
Amulet Womb,アミュレット母胎
Belt Womb,ベルト母胎
Ring Womb,指輪母胎
Breachstone Womb,ブリーチストーン母胎
Memories of the Vaal,ヴァールの記憶
Memories of the Maraketh,マラケスの記憶
Memories of the Ezomytes,エゾマイトの記憶
Memories of the Karui,カルイの記憶
Apex Predators,エイペックスプレデター
Plentiful Lands,豊かな地
Between Sand and Sea,砂と海の狭間
Highs and Lows,高低差
Hidden Things in Shaded Places,日陰に隠れしもの
Atop the World,世界の頂で
The Chosen Path,選ばれし道
The Chosen Path: Essences,選ばれし道: エッセンス
The Chosen Path: Rogue Exiles,選ばれし道: ローグエグザイル
The Chosen Path: Summoning Circles,選ばれし道: サモニングサークル
The Chosen Path: Shrines,選ばれし道: シュライン
The Chosen Path: Strongboxes,選ばれし道: ストロングボックス
The Chosen Path: Azmeri Spirits,選ばれし道: アズメリの精霊
Fabled Treasures,伝説の宝
The Journey Ahead,これからの旅
The Journey Ahead: Pack Size,これからの旅: パックサイズ
The Journey Ahead: Effectiveness,これからの旅: エフェクティブ
The Journey Ahead: Rarity,これからの旅: レアリティ
A throne is the most devious trap of them all,玉座とは最も狡猾な罠だ。
Great tacticians learn that consistency often trumps potential.,偉大な戦術家は着実さがしばしば潜在的な力に勝るということを学ぶ。
The Titans did not vanish from this world. Their might lives on - in you.,タイタン達はこの世界から消えたわけではない。彼らの力は生き続けている、お前の中に。
"Stand your ground, child, keep your senses.
The pain is fleeting, but victory is forever.","童よ、大地を踏みしめよ、気をしっかり持て。
痛みは一瞬だが、勝利は永遠だ。"
"""In my dreams I see a great warrior, his skin scorched black, his fists aflame.""",「夢の中で見る偉大な戦士は、肌が黒く焦げていて、拳は燃え上がっている。」
"Lay open your veins, and draw power from your own spilled life.",血管を開き、己の溢れた命を力にせよ。
Tear my flesh and splinter my bones. You will never break my spirit.,我が肉体をちぎり、我が骨を裂くがいい。我が精神が其方に屈することは永遠にない。
"A wooden construct, mute and blind.
But fear the wrath of shackled mind.","物言わず目も見えぬ木彫りの像。
だが縛られし心は憤怒の相。"
"Embrace the pain, drink it in.
Your enemies will know your agony tenfold.","痛みを受け入れ、飲み干すのだ。
敵はお前の痛みを十重に知ることになる。"
Give up everything in pursuit of greatness - even life itself.,偉大さを求め全てを捧げよー命さえも。
"What need have I for defence when my enemies
are reduced to ash and splinters?",敵が灰燼に帰した時、何の守りが必要だろうか？
"While the mind endures, so too will the body.",精神が耐えられれば、肉体も耐えられる。
Your grandchildren will awaken screaming in memory of what I utter today.,お前の孫は私が今日述べた言葉の記憶にうなされて叫び声をあげるだろう。
"I give you everything, my pets. Do not disappoint me.",我が下僕よ、我はお前に全てを与えた。我を失望させるな。
"To me, brave companions! Feel my radiance flow through you!",我のもとに集え、勇敢な仲間達よ！我が輝きの流れを感じたまえ！
"I will wear your ghost, and you will die twice: against me, and for me.",我は其方の亡霊を身につけるだろう。其方は二度死ぬ: 我に対抗して。そして我のために。
"The notes may change, but the song remains the same.",旋律は変っても、曲自体は同じままだ。
Burn the spirit to vitalise the flesh.,肉体に生気を吹き込むために心を燃やせ。
"The irrepressible spirit of the wilds burns within you, roaring to be let loose.",野性の抑えきれぬ魂が、お前の内で炎となり、今まさに解放を求めて咆哮している。
"You circle the black scorpion with enmity, daring it time and again.",黒いサソリを悪意を持って取り囲み、何度も何度も果敢に挑む。
"Skip a beat, hold your breath. Too slow a poison, only death.",心臓の鼓動を飛ばし、息を止めろ。遅効性の毒がもたらすものはただ死のみ。
"The fewer there are, the less you have to share.",頭数が少ないほど、共有する相手も少なくなる。
"My ancestral pact was sealed. Forevermore, I would gain sustenance
only from the ravaged flesh of my enemies.",我が祖先との盟約は結ばれた。私は永劫に我が敵の裂かれた肉のみを糧とする。
Why should I dodge blows that I do not fear?,恐れない攻撃を避ける必要がどこにある？
Utter trust in your defence unleashes ultimate potential.,自身の防御への絶対の信頼は究極の力を解き放つ。
"Balance is good in all things, but especially in the realm of magic.",バランスはあらゆるものにとっていい、だが魔術の世界では特にそうだ。
"In battle, certainty is worth a little pain.",戦いにおいて、確実さは少々の痛みを払う価値がある。
Each nick and cut brings death one step closer.,刻まれた傷の数だけ死が近づく。
Bonds forged in battle surpass ties of blood.,戦場で強まった絆は血の結びつきを超える。
The body is a weapon waiting to be mastered.,身体とは、極められるべき武器である。
"Let the Darkness consume you.
Beyond the veil of death,
there burns a black fire.","闇に身を委ねよ。
死のヴェールの向こうに、
黒き炎が燃え上がる。"
A properly disciplined mind gives rise to structured thought.,鍛えし精神は、秩序ある思考を育む。
All animals share common ancestors. You carry them within you still.,全ての動物は共通の祖先を持つ。その祖先はお前のうちにも宿っている。
Hope is a mistake. Pain is the only truth.,希望とは誤りである。痛みこそが唯一の真実である。
Strength begets respect. There is no simpler law.,力は敬意を手に入れる。これほど単純な法は他にない。
"The world is a pattern, moving in natural waves.
With enough force, those waves can be made to converge...","世界は自然に波打つ模様だ。
十分な力があれば、その波を収束させることができる……"
"""You knew the twisted plan these fools devised. As Tale-woman, you are their compass in the sandstorm. Yet... you did not act. And now we mourn these honoured dead. You must pay.""

Varashta condemned Navira to the ritual of the <i>{barya}, sentenced to serve as a Djinn.","「お前はこの馬鹿者どもの邪悪な計画を知っていた。語り女として、お前は砂嵐の中でこ奴らの羅針盤でなくてはならない。だが……お前は何もしなかった。そして今、我らはこの名誉ある死者たちを悼んでいる。お前は償わねばならない。」

ヴァラシュタはナヴィラにジンとして仕える、バリャの儀の刑を言い渡した。"
"""And you... there was no excuse for your actions. You defiled them! You have tainted the very sands with the blood of your own! Yet the war rages on. You have achieved nothing. You must pay.""

Varashta condemned Kelari to the ritual of the <i>{barya}, sentenced to serve as a Djinn.","「そしてお前……お前の行動には弁明の余地もない。お前は彼らを冒涜したのだ！お前は砂漠そのものを同胞の血で汚したのだ！だが戦は続いている。お前の行動には何の意味もなかった。お前は償わねばならない。」

ヴァラシュタはケラリにジンとして仕える、バリャの儀の刑を言い渡した。"
"""You have forsaken your duty to my <i>{akhara}. Yes... we do not abide weakness. But we also do not abide madness in the fervour of battle! Your slain <i>{dekhara} will have their justice. You must pay.""

Varashta condemned Ruzhan to the ritual of the <i>{barya}, sentenced to serve as a Djinn.","「お前は我がアカーラへの義務を放棄した。そう……我らは弱さを許さぬ。だが我らは戦いの熱の中での狂気も許さぬ！殺されたお前のデカーラたちの報復は果たされるだろう。お前は償わねばならない。」

ヴァラシュタはルザンにジンとして仕える、バリャの儀の刑を言い渡した。"
"""My heart was fractured. I believed Kelari's words. I knew not his true nature... his ambition. I convinced Ruzhan there were cowards among his ranks. I failed you. And I accept my fate.""

Navira confessed her failure to Varashta.","「私の心にはひびが入っていた。私はケラリの言葉を信じてしまった。奴の本性を……野望を知らなかった。私はルザンに戦士たちの中に臆病者がいると唆したのだ。あなたを失望させてしまった。我が運命を受け入れる。」

ナヴィラは自身の失敗をヴァラシュタに告白した。"
"""Wipe the tears from your face, dear Navira. I did not deceive you. I meant every word. I will forever cherish you, my beloved. Know that I did it all for you... for our future!""

Kelari pleaded with the Tale-woman.","「ナヴィラよ、涙を拭いてくれ。私はお前を騙そうとしてなどいない。全て本心からの言葉だった。私はずっとお前を愛し続ける。全てはお前のため……我々の未来のためだったのだ！」

ケラリは語り女に嘆願した。"
"""Kelari, you deceiver! I fell for your words, but no longer. Your sentence is a fate too good for you! I would give anything to bring back those who fell to your lies. Instead... I mourn my choices.""

Navira lambasted Kelari a final time.",「ケラリ、この嘘つきめ！私はお前の言葉に騙されたが、それもここまでだ！お前に与えられた刑はぬるすぎる！お前の嘘のせいで死んでいった者たちが戻ってくるのなら、私は何だって捧げよう。だが……私にできるのは自分の選択を悔やむことだけだ。」
"""Listen not to his simpering words. He means to languish before you to weaken your resolve! He is duplicitous. An assassin, thriving on deception and lies. His lust for power is what drove his choice!""

Outrage trembled in Ruzhan's voice at the sentencing.","「こいつのへつらう言葉に耳を貸すな、こいつはお前の決意を揺るがすために弱ったふりをしているのだ！こいつは二枚舌だ。嘘と欺きを生きがいにする暗殺者だ。こいつの選択の背後にあるのは力への渇望だ！

刑を聞いたルザンの声は怒りで震えていた。"
"""Knowing where and when to plunge your knife is more important than the sharpness of your blade. I will not forget my error... and I will be a living example of your wisdom, dear <i>{Sekhema}.""

Kelari accepted Varashta's sentence and committed himself to her.","「いつ、どこに刃を突き立てるかを知ることは刃の鋭さよりも重要だ。私は私の過ちを忘れない……そしてあなたの知恵の生きた実例となろう、敬愛するセケマよ。」

ケラリはヴァラシュタの刑を受け入れ、彼女に身を捧げた。"
"""The snare was set on our fallen. Beetles burst from their flesh, flooding the sands. Their exploding carapaces halted the advancing enemy... but it was not enough. And for that... I grieve.""

Kelari admitted his wrongdoing to Varashta.","「死者たちに罠がしかけられていた。彼らの肉体から甲虫の群れが飛び出し、砂漠へと流れ出した。爆発する甲殻は進軍する敵を止めたが……それでは足りなかった。そのことは……残念だ。」

ケラリは自らの罪をヴァラシュタに認めた。"
"""I have seen countless battles. I know war! The taste of defeat... The taste of victory! But in this war... everything is at stake. So yes, those you speak of will know my blade. I will do whatever I must!""

Ruzhan confided in his Tale-woman, Navira.","「私は無数の戦いを見てきた。私は戦を知っている！敗北の味も……勝利の味も！だかこの戦には……全てがかかっているのだ。だからお前の言っていた者たちは我が刃を知ることになるだろう。私はそうしなければならないのだ！

ルザンは語り女のナヴィラに打ち明けた。"
"""I stand before you, as your humble servant. Though I was betrayed, I would do it all again, if it would have saved us. But I accept your sentence. I will atone. I pledge myself to you... forevermore.""

Ruzhan accepted his fate at the <i>{barya} ritual site.","「私は卑しき下僕として、あなたの前に立っている。私は裏切られたが、もしそれで我らが救われるというのなら、同じことをもう一度繰り返すだろう。だがあなたの刑を受け入れよう。私は罪を償おう。あなたにこの身を捧げよう……永遠に。」

ルザンはバリャの儀式場で自身の運命を受け入れた。"
"""Yes... they fell by my blade and fire lashed them for their betrayal! No <i>{dekhara} is exempt from fighting back the Winter before us, lest they too know the Doom of the Desert!""

Ruzhan fumed at Varashta, in pure defiance.","「そうだ……奴らは我が刃に倒れ、その裏切りのため炎に焼かれた！我らの前の冬と戦うことを免除されるデカーラはいない。砂漠の死を体験したくなければな！」

ルザンは反抗心をむき出しに、ヴァラシュタに怒りをぶつけた。"
"We seek to cleanse Corruption, not intensify it, but there may be merit to a paradoxical strategy.",我らは穢れを増幅するのではなく、浄化しようとしている。だが、逆説的なメリットがあるかもしれない。
Overcharge the machine at your own risk.,自らの責任でマシンをオーバーチャージせよ。
Everything changes in the wake of Corruption.,穢れの影響で全てが変化する。
Warbringer,ウォーブリンガー
Lich,リッチ
Abyssal Lich,アビサルリッチ
Gemling Legionnaire,ジェムリングリージョネア
Invoker,インヴォーカー
Incredible might has always laid buried within you. Now is the time to rise.,信じられないような力が常にお前の中に眠っている。今こそ立ち上がる時だ。
Your home has been threatened. A good man must be roused to war.,お前の故郷が脅威に晒されている。善き男が戦いに出なければならない。
"You hunger for power, and by force of arms, you will take it.",お前は力を求め、力ずくでそれを勝ち取るだろう。
A woman can change the world with a single well-placed arrow.,女は一本の狙いすました矢で世界を変えることができる。
"There are venoms and virtues aplenty in the wilds, if you know where to look.",探す場所さえ知っていれば、自然の中には毒も美徳もいくらでもある。
You became a weapon of war so that others could live in peace.,他者が平和に暮らせるよう、お前は戦の兵器となった。
You were chosen by the Sacred Wisps to enact the Spirit's will.,お前は精霊の意思を執行するため聖なるウィスプたちに選ばれた。
"Corruption cost you your home, but taught you so much more...",穢れはお前から故郷を奪ったが、奪ったよりも遥かに多くのことを教えてくれた……
You seek power at any cost... and there is no price too high to pay.,お前はどんな代償を支払ってでも力を求める……そして高すぎる対価などない。
Your search for power took you on a journey inwards.,お前の力の探求はお前の旅を内へと向けた。
"Death is your domain, your flesh merely a material to be mastered.",死はお前の領域であり、お前の肉体は支配すべき素材に過ぎない。
The Well of Souls is yours to command.,魂の井戸はお前に従う。
The rumble of thunder heralds your approach. Woe to those that draw your ire.,雷鳴がお前の訪れを告げる。お前の怒りを招く者には悲劇が待っている。
The tapestry of time is yours to weave; an element you alone may master.,時のタペストリーはお前が紡ぐ物。お前だけが極めることができる原理。
"By your command, they will earn redemption...one duty at a time.",君の命令により、彼らは名誉を取り戻す……務めを一つずつ果たしながら。
Countless wars have left you with skills somewhat resembling a decent officer...,数え切れぬ戦がお前にそれなりの将校に見えるくらいの技術を残していった。
There's something very wrong with this world... and you're going to fix it.,この世界では何ががとても間違っている……そしてお前はそれを直すのだ。
"The more you embrace virtue gems, the more power they offer...",美徳の宝石は受け入れるほど、多くの力を与える……
There are many paths to achieve your goals... and you see them all.,目的を達成するための道はいくつもある……そしてお前にはその全てが見えている。
"Wraeclast has suffered for too long.
You are vengeance incarnate.","レイクラストは永く苦しみすぎた。
お前は復讐の化身だ。"
They made you a human weapon... but that strength has set you free.,彼らはお前を生きた兵器にした……だがその力でお前は自由となった。
True strength lies within. One must only focus... and believe.,真なる力は己の内にある。必要なのは集中することと……信じることだ。
The truth of your faith threatens to break your very soul... but in that struggle lies power beyond belief.,お前の信仰の真実はお前の魂を壊しそうになっている……だがその苦悩にこそ信じられぬほどの力が眠っている。
Marauder,マローダー
Witch,ウィッチ
Ranger,レンジャー
Duelist,デュエリスト
Shadow,シャドウ
Templar,テンプラー
Warrior,ウォーリアー
Sorceress,ソーサラー
Huntress,ハントレス
Mercenary,マーセナリー
Monk,モンク
Druid,ドルイド
